"Bradi0012s00100.1"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi2g57415.1"	"GO:0005515;GO:0051321"
"Bradi2g57420.1"	"GO:0004553;GO:0004563;GO:0005975"
"Bradi2g57440.1"	"GO:0008270;GO:0016491;GO:0055114"
"Bradi2g57452.1"	"unknown"
"Bradi2g57460.1"	"GO:0005515"
"Bradi2g57470.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi2g57476.2"	"GO:0003712;GO:0004402;GO:0005515;GO:0005634;GO:0006355;GO:0008270"
"Bradi2g57486.2"	"unknown"
"Bradi2g57490.1"	"GO:0016787"
"Bradi2g57500.1"	"GO:0004747;GO:0006014"
"Bradi2g57510.1"	"unknown"
"Bradi2g57520.2"	"GO:0008270"
"Bradi2g57530.1"	"GO:0006457;GO:0015031"
"Bradi2g57533.1"	"unknown"
"Bradi2g57534.6"	"GO:0043531"
"Bradi2g57537.3"	"GO:0005509;GO:0005515;GO:0005783;GO:0006457;GO:0051082"
"Bradi2g57550.1"	"GO:0004252;GO:0016021"
"Bradi2g57561.1"	"unknown"
"Bradi2g57567.1"	"GO:0005515"
"Bradi2g57580.1"	"unknown"
"Bradi2g57590.1"	"unknown"
"Bradi2g57597.1"	"unknown"
"Bradi2g57608.1"	"GO:0003723;GO:0033897"
"Bradi2g57620.1"	"GO:0003723;GO:0033897"
"Bradi2g57630.1"	"GO:0005515;GO:0016817"
"Bradi2g57640.4"	"GO:0004553;GO:0005975;GO:0008422;GO:0030245"
"Bradi2g57650.1"	"unknown"
"Bradi2g57657.2"	"GO:0000228;GO:0005515"
"Bradi2g57664.4"	"GO:0005488"
"Bradi2g57680.1"	"unknown"
"Bradi2g57687.3"	"GO:0000139;GO:0005338;GO:0005351;GO:0008643;GO:0015780;GO:0016021"
"Bradi2g57710.1"	"GO:0008168"
"Bradi2g57720.1"	"unknown"
"Bradi2g57730.2"	"GO:0010181;GO:0016491;GO:0055114"
"Bradi2g57747.2"	"GO:0003677;GO:0003700;GO:0006355;GO:0007275"
"Bradi2g57770.3"	"GO:0005524;GO:0006629;GO:0006810;GO:0016021;GO:0042626;GO:0055085"
"Bradi2g57777.1"	"GO:0007034"
"Bradi2g57790.4"	"GO:0004842;GO:0005515;GO:0008270;GO:0016567"
"Bradi2g57795.2"	"unknown"
"Bradi2g57800.1"	"GO:0046983"
"Bradi2g57807.4"	"unknown"
"Bradi2g57817.1"	"GO:0004842;GO:0005488;GO:0005515;GO:0016567"
"Bradi2g57827.1"	"GO:0003677;GO:0003697;GO:0005524;GO:0006259;GO:0006281;GO:0008094;GO:0009432"
"Bradi2g57837.4"	"GO:0080048"
"Bradi2g57860.1"	"GO:0003824;GO:0008152"
"Bradi2g57867.1"	"GO:0071949"
"Bradi2g57880.1"	"unknown"
"Bradi2g57887.1"	"GO:0003676"
"Bradi2g57900.3"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi2g57910.1"	"GO:0004222;GO:0006508"
"Bradi2g57920.1"	"unknown"
"Bradi2g57927.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi2g57944.1"	"unknown"
"Bradi2g57946.3"	"unknown"
"Bradi2g57952.3"	"GO:0004672;GO:0005524;GO:0006468"
"Bradi2g57960.1"	"unknown"
"Bradi2g57967.2"	"GO:0000796;GO:0005515;GO:0005524;GO:0005694;GO:0007076;GO:0051276"
"Bradi2g57980.1"	"unknown"
"Bradi2g57987.2"	"unknown"
"Bradi2g58007.1"	"unknown"
"Bradi2g58013.3"	"unknown"
"Bradi2g58020.1"	"GO:0000160;GO:0003677"
"Bradi2g58030.2"	"GO:0003677"
"Bradi2g58040.1"	"GO:0005515;GO:0008270"
"Bradi2g58050.1"	"GO:0003824;GO:0004332;GO:0006096"
"Bradi2g58060.1"	"GO:0016757"
"Bradi2g58070.1"	"GO:0005783;GO:0048193"
"Bradi2g58077.3"	"GO:0005515"
"Bradi2g58091.1"	"GO:0005515"
"Bradi2g58110.1"	"unknown"
"Bradi2g58130.3"	"GO:0003676;GO:0046872"
"Bradi2g58140.1"	"GO:0016255;GO:0042765"
"Bradi2g58146.1"	"unknown"
"Bradi2g58152.1"	"GO:0003712;GO:0004402;GO:0005515;GO:0005634;GO:0006355;GO:0008270"
"Bradi2g58161.1"	"unknown"
"Bradi2g58170.1"	"GO:0016020;GO:0030001;GO:0046873;GO:0055085"
"Bradi2g58175.1"	"unknown"
"Bradi2g58180.1"	"unknown"
"Bradi2g58190.1"	"GO:0005515;GO:0008270"
"Bradi2g58200.4"	"GO:0016180;GO:0032039"
"Bradi2g58210.1"	"GO:0005515"
"Bradi2g58221.1"	"GO:0005515"
"Bradi2g58250.1"	"GO:0046872"
"Bradi2g58261.2"	"GO:0003676;GO:0046872"
"Bradi2g58270.6"	"GO:0003723;GO:0004525;GO:0005515;GO:0006396"
"Bradi2g58277.5"	"unknown"
"Bradi2g58290.2"	"unknown"
"Bradi2g58300.3"	"unknown"
"Bradi2g58310.1"	"unknown"
"Bradi2g58324.2"	"GO:0005515"
"Bradi2g58340.1"	"unknown"
"Bradi2g58350.1"	"unknown"
"Bradi2g58360.5"	"GO:0003676;GO:0005524"
"Bradi2g58370.5"	"GO:0006487;GO:0008250;GO:0016021"
"Bradi2g58380.1"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi2g58397.1"	"unknown"
"Bradi2g58410.5"	"unknown"
"Bradi2g58420.1"	"unknown"
"Bradi2g58430.1"	"unknown"
"Bradi2g58440.1"	"GO:0006662;GO:0015035;GO:0045454"
"Bradi2g58460.9"	"unknown"
"Bradi2g58470.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi2g58480.1"	"GO:0000166;GO:0005515"
"Bradi2g58490.1"	"GO:0005094;GO:0005737"
"Bradi2g58500.1"	"unknown"
"Bradi2g58507.1"	"unknown"
"Bradi2g58520.1"	"unknown"
"Bradi2g58530.1"	"unknown"
"Bradi2g58540.1"	"unknown"
"Bradi2g58550.4"	"GO:0005515"
"Bradi2g58563.1"	"unknown"
"Bradi2g58570.1"	"unknown"
"Bradi2g58580.1"	"unknown"
"Bradi2g58590.1"	"unknown"
"Bradi2g58630.2"	"GO:0046983"
"Bradi2g58640.1"	"GO:0006457"
"Bradi2g58650.2"	"unknown"
"Bradi2g58660.2"	"GO:0005488;GO:0006886;GO:0016192;GO:0030117"
"Bradi2g58667.1"	"GO:0005515"
"Bradi2g58677.2"	"GO:0005515;GO:0008430"
"Bradi2g58690.2"	"GO:0000166;GO:0003676"
"Bradi2g58693.1"	"unknown"
"Bradi2g58697.1"	"unknown"
"Bradi2g58720.1"	"GO:0003676;GO:0046872"
"Bradi2g58736.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi2g58742.1"	"GO:0019988;GO:0043399"
"Bradi2g58750.1"	"unknown"
"Bradi2g58760.1"	"unknown"
"Bradi2g58770.1"	"GO:0046872"
"Bradi2g58780.14"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi2g58790.1"	"unknown"
"Bradi2g58802.1"	"unknown"
"Bradi2g58803.1"	"unknown"
"Bradi2g58804.1"	"GO:0005576;GO:0030250"
"Bradi2g58807.1"	"unknown"
"Bradi2g58810.1"	"GO:0005515;GO:0008270"
"Bradi2g58820.2"	"unknown"
"Bradi2g58830.1"	"GO:0005515"
"Bradi2g58835.1"	"GO:0003677"
"Bradi2g58840.1"	"unknown"
"Bradi2g58860.2"	"GO:0005985;GO:0016157;GO:0046524"
"Bradi2g58870.3"	"GO:0005515;GO:0008270"
"Bradi2g58879.1"	"unknown"
"Bradi2g58887.2"	"unknown"
"Bradi2g58900.2"	"unknown"
"Bradi2g58912.1"	"unknown"
"Bradi2g58917.3"	"GO:0016021;GO:0055085"
"Bradi2g58930.1"	"GO:0006631;GO:0016491;GO:0045300;GO:0055114"
"Bradi2g58940.1"	"unknown"
"Bradi2g58950.2"	"unknown"
"Bradi2g58960.2"	"unknown"
"Bradi2g58967.1"	"GO:0006396;GO:0008168;GO:0008173"
"Bradi2g58980.3"	"GO:0003924;GO:0005525"
"Bradi2g58987.3"	"unknown"
"Bradi2g59001.7"	"unknown"
"Bradi2g59010.1"	"unknown"
"Bradi2g59027.1"	"unknown"
"Bradi2g59037.1"	"GO:0003824"
"Bradi2g59047.1"	"unknown"
"Bradi2g59057.1"	"GO:0000145;GO:0006887"
"Bradi2g59080.1"	"GO:0005515;GO:0005742;GO:0045040"
"Bradi2g59090.1"	"GO:0005515"
"Bradi2g59096.4"	"unknown"
"Bradi2g59102.1"	"unknown"
"Bradi2g59110.1"	"GO:0003677;GO:0005634"
"Bradi2g59115.1"	"unknown"
"Bradi2g59119.1"	"GO:0003677;GO:0046983"
"Bradi2g59127.1"	"GO:0000155;GO:0000160;GO:0007165;GO:0016310;GO:0016772"
"Bradi2g59137.5"	"GO:0003677;GO:0005515;GO:0005634"
"Bradi2g59150.1"	"GO:0005515"
"Bradi2g59171.1"	"unknown"
"Bradi2g59180.1"	"unknown"
"Bradi2g59192.1"	"GO:0003677;GO:0046983"
"Bradi2g59200.1"	"GO:0005515"
"Bradi2g59210.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi2g59220.1"	"unknown"
"Bradi2g59226.1"	"GO:0005515"
"Bradi2g59240.3"	"unknown"
"Bradi2g59247.1"	"GO:0005515"
"Bradi2g59260.1"	"unknown"
"Bradi2g59267.1"	"GO:0003677"
"Bradi2g59290.1"	"GO:0009733"
"Bradi2g59297.4"	"unknown"
"Bradi2g59310.1"	"GO:0043531"
"Bradi2g59320.1"	"unknown"
"Bradi2g59330.1"	"GO:0008270"
"Bradi2g59335.1"	"unknown"
"Bradi2g59340.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g59350.1"	"GO:0005515"
"Bradi2g59360.1"	"GO:0005515;GO:0008270"
"Bradi2g59370.2"	"GO:0003824;GO:0004801;GO:0005737;GO:0005975;GO:0006098"
"Bradi2g59380.1"	"unknown"
"Bradi2g59400.1"	"unknown"
"Bradi2g59410.1"	"GO:0016705;GO:0055114"
"Bradi2g59420.1"	"unknown"
"Bradi2g59430.2"	"GO:0005515;GO:0005634;GO:0008270;GO:0016571;GO:0018024;GO:0034968;GO:0042393"
"Bradi2g59440.2"	"GO:0003677"
"Bradi2g59450.1"	"GO:0030001;GO:0046872"
"Bradi2g59460.1"	"unknown"
"Bradi2g59470.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g59480.1"	"GO:0003677;GO:0005634;GO:0006355;GO:0009725"
"Bradi2g59490.1"	"GO:0004072;GO:0008152;GO:0008652;GO:0016597"
"Bradi2g59497.2"	"GO:0046983"
"Bradi2g59510.1"	"unknown"
"Bradi2g59520.1"	"unknown"
"Bradi2g59523.3"	"unknown"
"Bradi2g59530.1"	"GO:0003824;GO:0006520;GO:0016829"
"Bradi2g59537.1"	"unknown"
"Bradi2g59550.3"	"unknown"
"Bradi2g59557.3"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g59570.5"	"GO:0008152;GO:0016491"
"Bradi2g59590.1"	"unknown"
"Bradi2g59610.1"	"unknown"
"Bradi2g59615.3"	"unknown"
"Bradi2g59620.2"	"GO:0015079;GO:0016020;GO:0071805"
"Bradi2g59642.1"	"GO:0005515"
"Bradi2g59650.1"	"GO:0004553;GO:0005975"
"Bradi2g59660.1"	"GO:0004553;GO:0005975"
"Bradi2g59690.1"	"unknown"
"Bradi2g59700.1"	"GO:0005488"
"Bradi2g59710.1"	"GO:0006644;GO:0008152;GO:0016746"
"Bradi2g59740.2"	"GO:0004788;GO:0005524;GO:0006772;GO:0009229;GO:0030975"
"Bradi2g59750.1"	"unknown"
"Bradi2g59770.1"	"GO:0005515"
"Bradi2g59802.1"	"unknown"
"Bradi2g59810.1"	"GO:0030001;GO:0046872"
"Bradi2g59830.1"	"unknown"
"Bradi2g59836.9"	"unknown"
"Bradi2g59840.1"	"GO:0005515"
"Bradi2g59850.1"	"GO:0005515"
"Bradi2g59860.1"	"GO:0005515"
"Bradi2g59880.1"	"GO:0005515"
"Bradi2g59890.5"	"GO:0005515"
"Bradi2g59900.4"	"GO:0005515"
"Bradi2g59920.1"	"GO:0005515"
"Bradi2g59930.2"	"GO:0055085"
"Bradi2g59937.1"	"GO:0003677"
"Bradi2g59950.1"	"GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898"
"Bradi2g59960.1"	"unknown"
"Bradi2g59967.1"	"unknown"
"Bradi2g60000.1"	"unknown"
"Bradi2g60010.1"	"unknown"
"Bradi2g60020.1"	"GO:0003676;GO:0046872"
"Bradi2g60050.1"	"GO:0046982"
"Bradi2g60057.3"	"GO:0006511;GO:0031625"
"Bradi2g60070.1"	"GO:0016491;GO:0055114"
"Bradi2g60080.1"	"GO:0005515;GO:0005634;GO:0008270;GO:0016571;GO:0018024;GO:0034968;GO:0042393"
"Bradi2g60090.2"	"GO:0015079;GO:0016020;GO:0071805"
"Bradi2g60097.1"	"GO:0003824"
"Bradi2g60110.5"	"GO:0006629"
"Bradi2g60120.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g60140.1"	"unknown"
"Bradi2g60143.1"	"unknown"
"Bradi2g60150.2"	"GO:0005789"
"Bradi2g60161.1"	"unknown"
"Bradi2g60170.1"	"GO:0008168"
"Bradi2g60210.1"	"GO:0004190;GO:0006508"
"Bradi2g60230.3"	"GO:0043531"
"Bradi2g60236.1"	"unknown"
"Bradi2g60260.7"	"GO:0003677;GO:0005515;GO:0043531"
"Bradi2g60270.3"	"unknown"
"Bradi2g60290.2"	"GO:0005515"
"Bradi2g60300.1"	"GO:0000166;GO:0003676;GO:0003723"
"Bradi2g60306.1"	"unknown"
"Bradi2g60310.1"	"unknown"
"Bradi2g60317.1"	"unknown"
"Bradi2g60331.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi2g60340.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi2g60350.1"	"GO:0003924;GO:0004871;GO:0005525;GO:0007165;GO:0007186;GO:0019001;GO:0031683"
"Bradi2g60357.2"	"unknown"
"Bradi2g60370.1"	"unknown"
"Bradi2g60380.1"	"GO:0005737;GO:0006415;GO:0016149"
"Bradi2g60390.3"	"GO:0004367;GO:0005975;GO:0006072;GO:0009331;GO:0016491;GO:0016616;GO:0046168;GO:0051287;GO:0055114"
"Bradi2g60400.1"	"GO:0018738;GO:0046294"
"Bradi2g60409.1"	"unknown"
"Bradi2g60424.1"	"GO:0005515"
"Bradi2g60430.1"	"GO:0043531"
"Bradi2g60434.4"	"GO:0043531"
"Bradi2g60441.2"	"GO:0004553;GO:0005975"
"Bradi2g60445.4"	"unknown"
"Bradi2g60450.1"	"GO:0001678;GO:0004396;GO:0005524;GO:0005536;GO:0005975;GO:0016773;GO:0046835"
"Bradi2g60456.1"	"GO:0003824;GO:0009690;GO:0016491;GO:0016614;GO:0019139;GO:0050660;GO:0055114"
"Bradi2g60460.1"	"unknown"
"Bradi2g60470.3"	"unknown"
"Bradi2g60480.1"	"unknown"
"Bradi2g60490.1"	"GO:0004553;GO:0005975"
"Bradi2g60497.1"	"GO:0004553;GO:0005975"
"Bradi2g60503.1"	"unknown"
"Bradi2g60510.1"	"unknown"
"Bradi2g60533.1"	"unknown"
"Bradi2g60537.1"	"GO:0003677;GO:0003917;GO:0005694;GO:0006265"
"Bradi2g60548.1"	"GO:0016787"
"Bradi2g60554.2"	"GO:0003677"
"Bradi2g60590.1"	"GO:0003333;GO:0006810;GO:0015171;GO:0016020;GO:0055085"
"Bradi2g60597.1"	"GO:0003333;GO:0006810;GO:0015171;GO:0016020;GO:0055085"
"Bradi2g60620.1"	"GO:0003677;GO:0006355"
"Bradi2g60625.1"	"unknown"
"Bradi2g60640.1"	"GO:0003677;GO:0004518;GO:0006259"
"Bradi2g60660.1"	"GO:0005509"
"Bradi2g60670.1"	"GO:0010024;GO:0016636;GO:0050897;GO:0055114"
"Bradi2g60680.2"	"GO:0005509"
"Bradi2g60690.2"	"GO:0005515"
"Bradi2g60700.1"	"GO:0005488;GO:0005515"
"Bradi2g60705.1"	"unknown"
"Bradi2g60710.1"	"GO:0005515"
"Bradi2g60720.3"	"GO:0003697;GO:0006260"
"Bradi2g60730.1"	"GO:0004735;GO:0006561;GO:0055114"
"Bradi2g60740.1"	"unknown"
"Bradi2g60750.1"	"GO:0000989;GO:0005634"
"Bradi2g60755.1"	"unknown"
"Bradi2g60760.1"	"GO:0005515"
"Bradi2g60765.3"	"GO:0005515"
"Bradi2g60780.1"	"GO:0005516"
"Bradi2g60790.1"	"unknown"
"Bradi2g60800.1"	"unknown"
"Bradi2g60810.1"	"GO:0000166;GO:0016020"
"Bradi2g60817.1"	"GO:0005515"
"Bradi2g60830.1"	"GO:0046872"
"Bradi2g60850.1"	"GO:0005515;GO:0005524;GO:0008270"
"Bradi2g60860.1"	"GO:0030145;GO:0045735"
"Bradi2g60870.1"	"GO:0030145;GO:0045735"
"Bradi2g60880.1"	"GO:0000266;GO:0005515"
"Bradi2g60886.1"	"GO:0016747"
"Bradi2g60892.1"	"GO:0016747"
"Bradi2g60898.1"	"GO:0016747"
"Bradi2g60904.1"	"GO:0016747"
"Bradi2g60910.4"	"GO:0003779;GO:0007010"
"Bradi2g60920.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi2g60926.1"	"GO:0003824;GO:0004590;GO:0006207;GO:0008152;GO:0009116;GO:0044205"
"Bradi2g60932.1"	"GO:0003824;GO:0004588;GO:0004590;GO:0006207;GO:0008152;GO:0009116;GO:0044205"
"Bradi2g60950.1"	"GO:0005096;GO:0005515"
"Bradi2g60960.3"	"GO:0042309;GO:0050825;GO:0050826"
"Bradi2g60980.1"	"unknown"
"Bradi2g60990.1"	"unknown"
"Bradi2g61000.1"	"GO:0000160"
"Bradi2g61010.1"	"GO:0003824;GO:0004553;GO:0004565;GO:0005975;GO:0009341;GO:0030246"
"Bradi2g61017.2"	"GO:0016787;GO:0016810"
"Bradi2g61030.1"	"unknown"
"Bradi2g61050.1"	"GO:0003677;GO:0046983"
"Bradi2g61060.3"	"GO:0005515"
"Bradi2g61070.1"	"unknown"
"Bradi2g61090.1"	"unknown"
"Bradi2g61100.1"	"unknown"
"Bradi2g61110.1"	"GO:0005515;GO:0008270"
"Bradi2g61120.1"	"unknown"
"Bradi2g61130.1"	"GO:0004190;GO:0006508"
"Bradi2g61140.1"	"GO:0003824;GO:0008152;GO:0016788"
"Bradi2g61145.1"	"unknown"
"Bradi2g61150.1"	"GO:0005509"
"Bradi2g61162.1"	"unknown"
"Bradi2g61180.1"	"GO:0005525;GO:0005622;GO:0007264"
"Bradi2g61190.6"	"unknown"
"Bradi2g61205.2"	"GO:0005515"
"Bradi2g61220.1"	"GO:0005488;GO:0005515"
"Bradi2g61230.1"	"GO:0016757"
"Bradi2g61240.1"	"GO:0003951;GO:0006741;GO:0008152;GO:0019674"
"Bradi2g61247.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi2g61270.1"	"unknown"
"Bradi2g61300.1"	"GO:0005488"
"Bradi2g61310.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g61320.1"	"GO:0005525;GO:0006614"
"Bradi2g61340.1"	"GO:0003723"
"Bradi2g61350.4"	"GO:0000166;GO:0003676"
"Bradi2g61360.2"	"unknown"
"Bradi2g61370.2"	"GO:0005524;GO:0006298;GO:0030983"
"Bradi2g61380.6"	"GO:0000166;GO:0003676"
"Bradi2g61387.2"	"GO:0005515"
"Bradi2g61400.2"	"GO:0004609;GO:0005509;GO:0005515;GO:0008654"
"Bradi2g61410.1"	"GO:0005886;GO:0016655;GO:0055114"
"Bradi2g61420.1"	"unknown"
"Bradi2g61430.1"	"unknown"
"Bradi2g61436.1"	"GO:0002098;GO:0008033;GO:0050660"
"Bradi2g61442.2"	"GO:0005515;GO:0008270"
"Bradi2g61468.1"	"unknown"
"Bradi2g61480.1"	"GO:0005744;GO:0030150"
"Bradi2g61485.1"	"unknown"
"Bradi2g61500.4"	"GO:0010277;GO:0016491;GO:0051537;GO:0055114"
"Bradi2g61510.1"	"GO:0043531"
"Bradi2g61528.1"	"unknown"
"Bradi2g61534.1"	"GO:0006672;GO:0016021;GO:0016811"
"Bradi2g61540.1"	"unknown"
"Bradi2g61550.1"	"unknown"
"Bradi2g61560.2"	"unknown"
"Bradi2g61570.1"	"GO:0005515;GO:0016020;GO:0016192;GO:0048193"
"Bradi2g61580.1"	"GO:0006662;GO:0015035;GO:0045454"
"Bradi2g61590.1"	"GO:0006950"
"Bradi2g61600.1"	"GO:0006950"
"Bradi2g61607.1"	"GO:0006950"
"Bradi2g61640.3"	"GO:0003824"
"Bradi2g61649.1"	"unknown"
"Bradi2g61657.1"	"GO:0006810;GO:0016021;GO:0016192"
"Bradi2g61670.2"	"GO:0046872"
"Bradi2g61677.1"	"unknown"
"Bradi2g61690.1"	"unknown"
"Bradi2g61710.2"	"GO:0005737;GO:0006221;GO:0009041;GO:0033862"
"Bradi2g61717.2"	"GO:0005515;GO:0008270"
"Bradi2g61727.2"	"GO:0000166"
"Bradi2g61750.1"	"unknown"
"Bradi2g61767.1"	"unknown"
"Bradi2g61777.3"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi2g61800.5"	"GO:0003824;GO:0046872"
"Bradi2g61810.1"	"GO:0005515"
"Bradi2g61820.5"	"unknown"
"Bradi2g61830.1"	"GO:0004553;GO:0005975"
"Bradi2g61835.4"	"GO:0008380;GO:0030532"
"Bradi2g61842.1"	"unknown"
"Bradi2g61850.1"	"GO:0004163;GO:0005524;GO:0005829;GO:0008299;GO:0016831;GO:0019287"
"Bradi2g61860.1"	"GO:0004177;GO:0006508;GO:0008270"
"Bradi2g61870.1"	"unknown"
"Bradi2g61882.1"	"unknown"
"Bradi2g61910.1"	"unknown"
"Bradi2g61920.3"	"unknown"
"Bradi2g61930.1"	"unknown"
"Bradi2g61940.1"	"GO:0016491;GO:0055114"
"Bradi2g61950.2"	"GO:0003723;GO:0003743;GO:0005737;GO:0006413"
"Bradi2g61955.1"	"GO:0005672;GO:0006367"
"Bradi2g61960.1"	"GO:0003676;GO:0005524"
"Bradi2g61965.1"	"unknown"
"Bradi2g61970.2"	"GO:0000166;GO:0005515"
"Bradi2g61980.5"	"GO:0016021;GO:0055085"
"Bradi2g61990.8"	"unknown"
"Bradi2g62000.3"	"unknown"
"Bradi2g62010.1"	"unknown"
"Bradi2g62020.1"	"GO:0004367;GO:0005975;GO:0006072;GO:0009331;GO:0016491;GO:0016616;GO:0042803;GO:0046168;GO:0051287;GO:0055114"
"Bradi2g62030.1"	"GO:0005515"
"Bradi2g62060.3"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g62067.1"	"GO:0003677"
"Bradi2g62090.1"	"unknown"
"Bradi2g62100.4"	"unknown"
"Bradi2g62123.1"	"GO:0000062"
"Bradi2g62131.1"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi2g62140.1"	"GO:0005515"
"Bradi2g62150.3"	"GO:0008152;GO:0016787"
"Bradi2g62160.1"	"unknown"
"Bradi2g62165.1"	"unknown"
"Bradi2g62170.1"	"GO:0003677"
"Bradi2g62180.1"	"GO:0005515"
"Bradi2g62200.1"	"GO:0005515"
"Bradi2g62250.2"	"GO:0005515"
"Bradi2g62257.1"	"unknown"
"Bradi2g62270.1"	"GO:0005488;GO:0006886;GO:0016192;GO:0030117;GO:0030123"
"Bradi2g62280.1"	"GO:0003824;GO:0005737;GO:0006364;GO:0008173;GO:0051536"
"Bradi2g62290.2"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g62300.1"	"GO:0005634;GO:0006260"
"Bradi2g62310.1"	"unknown"
"Bradi2g62315.1"	"GO:0046872"
"Bradi2g62320.1"	"GO:0005515"
"Bradi2g62330.1"	"unknown"
"Bradi2g62341.1"	"unknown"
"Bradi2g62360.1"	"unknown"
"Bradi2g62370.3"	"unknown"
"Bradi2g62380.2"	"GO:0003677;GO:0006355"
"Bradi2g62391.1"	"unknown"
"Bradi2g62400.3"	"GO:0005515;GO:0008270"
"Bradi2g62410.1"	"GO:0016787"
"Bradi2g62426.2"	"GO:0016787"
"Bradi2g62434.2"	"GO:0046982"
"Bradi2g62450.1"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"Bradi2g62460.1"	"GO:0000166;GO:0003676"
"Bradi2g62470.6"	"GO:0000287;GO:0004427;GO:0005737;GO:0006796"
"Bradi2g62480.1"	"unknown"
"Bradi2g62490.1"	"unknown"
"Bradi2g62496.1"	"unknown"
"Bradi2g62510.3"	"GO:0003677"
"Bradi2g62520.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi2g62526.1"	"unknown"
"Bradi2g62532.2"	"GO:0006810"
"Bradi2g62540.1"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi2g62550.1"	"GO:0004325;GO:0006783"
"Bradi2g62580.2"	"GO:0003924;GO:0005525"
"Bradi2g62591.1"	"unknown"
"Bradi2g62600.1"	"GO:0030001;GO:0046872"
"Bradi2g62620.1"	"unknown"
"Bradi2g62630.1"	"GO:0008152;GO:0008168"
"Bradi2g62650.3"	"GO:0003824;GO:0004722;GO:0006470"
"Bradi2g62660.1"	"GO:0003700;GO:0006355;GO:0008270;GO:0043565"
"Bradi2g62670.2"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g62680.2"	"GO:0000166"
"Bradi2g62697.2"	"GO:0005515;GO:0005634;GO:0008270;GO:0016049;GO:0016925;GO:0019789;GO:0031668"
"Bradi2g62730.1"	"GO:0005515"
"Bradi2g62740.2"	"GO:0005515"
"Bradi2g62747.5"	"unknown"
"Bradi2g62760.1"	"GO:0005488;GO:0005515;GO:0008270"
"Bradi2g62771.1"	"unknown"
"Bradi2g62781.1"	"unknown"
"Bradi2g62790.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi2g62990.2"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi3g00066.1"	"unknown"
"Bradi3g00158.1"	"unknown"
"Bradi3g00184.1"	"unknown"
"Bradi3g00210.1"	"GO:0005783;GO:0016853;GO:0045454"
"Bradi3g00220.3"	"GO:0005576;GO:0008270;GO:0030250"
"Bradi3g00227.1"	"GO:0016730;GO:0055114"
"Bradi3g00240.1"	"GO:0006357;GO:0032777;GO:0035267"
"Bradi3g00250.1"	"unknown"
"Bradi3g00260.1"	"unknown"
"Bradi3g00270.1"	"unknown"
"Bradi3g00282.1"	"unknown"
"Bradi3g00290.5"	"GO:0003743;GO:0006413"
"Bradi3g00300.1"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi3g00311.1"	"GO:0016788"
"Bradi3g00320.1"	"unknown"
"Bradi3g00330.1"	"GO:0008152;GO:0016616;GO:0051287;GO:0055114"
"Bradi3g00340.1"	"GO:0006511"
"Bradi3g00350.3"	"GO:0003676;GO:0004842;GO:0005488;GO:0005515"
"Bradi3g00360.5"	"GO:0003777;GO:0005524;GO:0005871;GO:0007018;GO:0008017"
"Bradi3g00377.1"	"unknown"
"Bradi3g00387.3"	"GO:0003723;GO:0003735;GO:0005840;GO:0006412"
"Bradi3g00400.1"	"GO:0005515"
"Bradi3g00407.1"	"unknown"
"Bradi3g00420.1"	"GO:0006396"
"Bradi3g00440.1"	"unknown"
